username,followers_count,following_count,total_posts,avg_likes,avg_comments,engagement_rate,growth_rate
user_2580,416231,1555,2275,13522,1174,0.0353,0.92
user_2581,996043,911,2324,17143,1612,0.0188,3.9
user_2582,568873,2690,1248,8548,191,0.0154,14.49
user_2583,290102,3781,1993,4815,541,0.0185,11.27
user_2584,289161,1601,2078,14689,1654,0.0565,2.8
user_2585,995211,3286,968,13551,474,0.0141,7.59
user_2586,387821,1786,2075,13024,1225,0.0367,4.87
user_2587,963854,1499,2099,60456,5676,0.0686,6.33
user_2588,930705,314,2027,28483,3096,0.0339,4.04
user_2589,816858,2709,2607,51814,1611,0.0654,2.75
user_2590,280922,2771,1761,17468,1772,0.0685,9.47
user_2591,701601,1512,406,19089,1078,0.0287,11.24
user_2592,43229,4302,1271,2637,226,0.0662,12.86
user_2593,87652,1495,2707,5464,658,0.0698,0.64
user_2594,915699,2348,1810,34633,3869,0.042,11.99
user_2595,250474,2975,1518,6194,219,0.0256,2.33
user_2596,704724,1682,226,32761,3173,0.051,5.26
user_2597,913935,2424,1838,68086,9939,0.0854,13.32
user_2598,261116,562,1800,14302,577,0.057,5.73
user_2599,872310,265,2624,19282,2523,0.025,1.35
user_2600,844488,3381,2415,48805,5433,0.0642,0.72
user_2601,945994,2222,812,37749,4553,0.0447,6.04
user_2602,521985,3203,2301,26833,1520,0.0543,10.97
user_2603,20975,1756,1744,1287,73,0.0648,14.95
user_2604,158795,2156,1025,7311,1007,0.0524,11.39
user_2605,417495,1617,2804,27963,1867,0.0714,12.91
user_2606,210373,2258,961,12738,359,0.0623,10.71
user_2607,930065,2381,1185,49344,4839,0.0583,13.22
user_2608,198133,2203,2243,4072,147,0.0213,-0.7
user_2609,875829,1178,1697,60008,7414,0.077,13.81
user_2610,705513,3560,468,53275,5510,0.0833,4.74
user_2611,296286,4373,611,5803,775,0.0222,13.67
user_2612,814348,3703,101,35975,4389,0.0496,-0.71
user_2613,589612,2415,2202,16581,573,0.0291,10.16
user_2614,177037,4947,2923,11120,773,0.0672,10.51
user_2615,389076,2971,1426,23544,2841,0.0678,14.95
user_2616,661008,4617,1500,13128,974,0.0213,11.07
user_2617,691493,1129,2507,49367,7227,0.0818,4.5
user_2618,969181,3561,1099,21969,2540,0.0253,7.47
user_2619,621347,2791,2764,40889,900,0.0673,4.23
user_2620,623605,3070,438,26184,3519,0.0476,1.33
user_2621,726495,278,107,23959,793,0.0341,2.22
user_2622,298190,220,2723,6284,240,0.0219,1.77
user_2623,441280,344,234,9590,1107,0.0242,7.33
user_2624,102459,4334,1778,5771,764,0.0638,13.4
user_2625,762985,475,2619,37027,3322,0.0529,13.52
user_2626,201422,968,1540,3735,215,0.0196,-1.07
user_2627,833325,3303,1737,14907,978,0.0191,-0.64
user_2628,102520,548,2570,1544,99,0.016,2.17
user_2629,913250,2859,2766,56679,3540,0.0659,2.34
user_2630,586560,875,2312,35094,1810,0.0629,-0.39
user_2631,748512,3829,1521,10546,1045,0.0155,4.6
user_2632,517123,1908,328,25452,3488,0.056,7.99
user_2633,330793,2168,250,5268,315,0.0169,7.83
user_2634,327818,195,174,24016,1063,0.0765,7.24
user_2635,145832,4615,1218,10718,1382,0.083,3.76
user_2636,153999,3627,2915,9066,1055,0.0657,10.01
user_2637,349619,242,134,26163,3689,0.0854,12.05
user_2638,62367,3938,1433,4166,172,0.0696,3.89
user_2639,754315,101,330,51291,1987,0.0706,-0.55
user_2640,406804,2460,1012,20291,1834,0.0544,3.04
user_2641,909182,1870,2367,28570,2853,0.0346,0.34
user_2642,758038,3014,1061,19137,1577,0.0273,5.95
user_2643,236806,2571,2851,7791,762,0.0361,0.65
user_2644,905586,1919,31,48896,2124,0.0563,5.87
user_2645,708593,2618,1447,15649,1288,0.0239,1.76
user_2646,45738,1917,2299,1285,135,0.031,10.56
user_2647,558685,2788,2033,23891,1821,0.046,-1.53
user_2648,345333,3319,749,9086,984,0.0292,7.43
user_2649,339511,3249,1321,17384,1367,0.0552,0.88
user_2650,203332,2629,1396,15173,961,0.0793,-1.98
user_2651,383729,4055,2056,23931,1423,0.0661,12.78
user_2652,864051,4985,2370,48948,3593,0.0608,9.42
user_2653,112453,290,560,5711,131,0.052,-0.32
user_2654,20816,3490,2537,919,98,0.0489,9.29
user_2655,960744,4681,2880,22154,2877,0.0261,8.4
user_2656,924780,1457,96,67166,4439,0.0774,6.05
user_2657,770299,3552,43,21104,548,0.0281,5.13
user_2658,866962,4088,1058,14210,2107,0.0188,13.08
user_2659,417715,132,695,26107,1417,0.0659,2.17
user_2660,372000,3818,2592,8293,302,0.0231,4.77
user_2661,214567,1000,2414,7731,526,0.0385,3.59
user_2662,515933,660,191,6180,716,0.0134,11.11
user_2663,596923,4719,1912,11696,680,0.0207,13.58
user_2664,895235,3655,2779,19806,1875,0.0242,12.45
user_2665,217184,4604,508,2999,221,0.0148,11.56
user_2666,299090,3333,1505,16738,591,0.0579,14.78
user_2667,318348,2223,2445,21835,1374,0.0729,9.85
user_2668,183958,3534,2439,6646,759,0.0403,10.77
user_2669,990156,1572,776,70519,7020,0.0783,14.71
user_2670,278707,2651,2544,6949,247,0.0258,-1.88
user_2671,93324,2707,2449,3058,126,0.0341,8.78
user_2672,224536,2209,174,4614,476,0.0227,10.56
user_2673,758232,2499,276,40519,5095,0.0602,13.6
user_2674,272991,3880,1799,10753,703,0.042,13.03
user_2675,27155,171,693,1437,139,0.058,12.31
user_2676,342815,4418,2135,21706,915,0.066,14.08
user_2677,642179,1367,2411,30952,1871,0.0511,7.14
user_2678,870742,4543,692,46962,1062,0.0552,-1.88
user_2679,461494,2568,2458,34827,4174,0.0845,-1.81
user_2680,150381,1280,1492,4651,335,0.0332,7.26
user_2681,132691,1183,278,4662,587,0.0396,5.4
user_2682,477410,1351,326,28758,3223,0.067,5.67
user_2683,444324,4084,1138,23456,2996,0.0595,4.81
user_2684,35707,1960,265,803,45,0.0237,13.6
user_2685,938841,1555,2800,34108,1502,0.0379,4.11
user_2686,519477,3235,1678,22206,3249,0.049,12.56
user_2687,868969,1966,206,34200,3873,0.0438,13.35
user_2688,722864,4965,1817,16249,2086,0.0254,6.49
user_2689,703974,3598,944,52593,1141,0.0763,5.6
user_2690,747788,2807,804,47381,3130,0.0675,10.94
user_2691,354299,2006,1615,15481,1804,0.0488,10.04
user_2692,787713,228,2475,45375,1367,0.0593,3.59
user_2693,159492,946,1380,11612,1088,0.0796,-0.26
user_2694,475112,1601,360,9279,703,0.021,2.5
user_2695,171102,541,582,4709,104,0.0281,0.23
user_2696,395274,110,670,18968,961,0.0504,3.01
user_2697,218285,1127,1213,14391,820,0.0697,2.45
user_2698,339404,2945,88,4255,146,0.013,8.84
user_2699,160476,4210,1603,12658,1292,0.0869,14.23
user_2700,759842,3733,2448,31794,1637,0.044,9.66
user_2701,161928,635,2124,5691,319,0.0371,13.75
user_2702,665560,4010,1320,20293,2775,0.0347,11.33
user_2703,851610,3820,2917,18909,1526,0.024,10.37
user_2704,297141,584,1142,19436,1379,0.0701,5.04
user_2705,944115,3512,935,72582,8281,0.0856,3.52
user_2706,644561,4061,2392,25108,3471,0.0443,12.39
user_2707,697595,3448,480,53484,1243,0.0785,13.39
user_2708,249500,2205,2246,16882,1321,0.073,5.68
user_2709,691417,1054,863,30196,3001,0.048,-1.85
user_2710,133311,2549,593,7622,468,0.0607,11.47
user_2711,760034,376,138,30742,3701,0.0453,2.85
user_2712,246546,4753,2616,12108,1771,0.0563,-1.83
user_2713,197733,2756,665,2780,396,0.0161,11.68
user_2714,652233,51,1498,38311,2090,0.0619,6.8
user_2715,570560,1083,2093,7815,386,0.0144,9.65
user_2716,876825,2531,1533,58919,8512,0.0769,13.55
user_2717,848644,174,2051,57492,4577,0.0731,7.2
user_2718,147470,1154,1051,3922,184,0.0278,6.55
user_2719,645318,2749,988,21073,2358,0.0363,2.94
user_2720,319647,1911,2030,13965,795,0.0462,3.19
user_2721,925142,2970,1559,47891,2621,0.0546,11.54
user_2722,7570,178,2600,227,30,0.0339,5.63
user_2723,331929,487,2216,17085,702,0.0536,0.78
user_2724,534398,4896,1531,16483,467,0.0317,-0.39
user_2725,500115,2598,1068,6943,381,0.0146,6.04
user_2726,80141,3179,674,815,80,0.0112,5.9
user_2727,13115,1271,1974,224,8,0.0177,9.11
user_2728,40062,951,574,2622,213,0.0708,6.01
user_2729,810343,3218,444,62639,6361,0.0851,0.44
user_2730,629349,4536,312,25103,3271,0.0451,6.63
user_2731,295700,3968,1228,13569,676,0.0482,13.42
user_2732,996635,1117,2621,20211,2551,0.0228,0.71
user_2733,391479,76,450,19014,960,0.051,9.73
user_2734,527257,597,2671,10611,1145,0.0223,8.1
user_2735,831185,2718,336,43874,3333,0.0568,10.73
user_2736,398686,616,417,30032,1048,0.078,0.56
user_2737,122863,753,1367,2911,328,0.0264,14.01
user_2738,797657,4330,1608,50666,2447,0.0666,8.56
user_2739,502076,3190,615,5846,251,0.0121,12.4
user_2740,648296,1640,2613,23523,1566,0.0387,2.19
user_2741,501726,4993,2143,8906,934,0.0196,10.57
user_2742,679556,4744,2932,23562,1187,0.0364,11.28
user_2743,631111,855,1963,13977,613,0.0231,4.76
user_2744,801101,3841,935,28944,616,0.0369,4.53
user_2745,955884,1407,2776,37496,3048,0.0424,9.18
user_2746,911830,3275,2553,28304,2143,0.0334,-0.41
user_2747,635965,3668,2814,35590,1793,0.0588,10.51
user_2748,772246,2176,1275,57393,1548,0.0763,-1.27
user_2749,49320,2510,2617,1876,142,0.0409,1.24
user_2750,965918,595,995,22664,2775,0.0263,9.29
user_2751,497758,2778,1095,14410,1628,0.0322,-0.33
user_2752,147649,3784,2986,10302,1358,0.079,14.52
user_2753,126354,2612,1264,6319,134,0.0511,12.76
user_2754,613297,2129,1471,25666,3737,0.0479,8.65
user_2755,782725,2691,1186,16025,1031,0.0218,11.92
user_2756,449625,3164,2048,18650,2774,0.0476,13.09
user_2757,29625,1976,382,873,46,0.031,2.41
user_2758,737400,666,2449,56058,4557,0.0822,12.44
user_2759,287233,3694,2338,20647,1362,0.0766,1.31
user_2760,37487,1253,2365,595,39,0.0169,5.03
user_2761,460054,1809,253,21238,2750,0.0521,7.49
user_2762,229071,2615,2642,5899,690,0.0288,10.14
user_2763,897880,3224,1751,34796,5183,0.0445,-1.49
user_2764,489011,3131,46,34905,3482,0.0785,2.94
user_2765,313282,2680,1514,14701,1179,0.0507,8.34
user_2766,174895,3211,112,5840,185,0.0344,4.08
user_2767,431424,4371,2684,10592,1584,0.0282,11.18
user_2768,317205,719,328,20942,1920,0.0721,9.08
user_2769,949163,3218,71,50985,5662,0.0597,1.98
user_2770,102376,2171,338,4378,319,0.0459,0.48
user_2771,426106,4128,2012,10748,980,0.0275,8.69
user_2772,866566,4201,200,28940,4124,0.0382,5.66
user_2773,834487,769,1612,64413,2681,0.0804,0.87
user_2774,768629,2650,2942,35669,2069,0.0491,3.55
user_2775,282652,3648,666,10754,427,0.0396,3.15
user_2776,960791,4719,1981,44676,5494,0.0522,-0.16
user_2777,473132,716,1303,30530,856,0.0663,7.3
user_2778,159056,333,2264,5377,164,0.0348,10.98
user_2779,635457,3953,2712,14303,841,0.0238,7.78
user_2780,795557,3615,2322,40530,3519,0.0554,12.05
user_2781,561347,2284,2044,31752,2312,0.0607,0.17
user_2782,463785,4643,2799,27776,717,0.0614,5.41
user_2783,628697,1515,355,45102,6516,0.0821,8.36
user_2784,935591,179,1596,33664,4843,0.0412,9.49
user_2785,500653,4784,1545,7647,430,0.0161,9.83
user_2786,530992,2110,1009,40931,4711,0.086,10.39
user_2787,979080,3722,2967,39604,3770,0.0443,9.07
user_2788,729744,2544,1298,39134,1990,0.0564,-0.4
user_2789,743488,1042,533,42112,2277,0.0597,9.82
user_2790,636567,2171,2049,30718,2575,0.0523,10.32
user_2791,990964,2634,261,24147,1798,0.0262,14.89
user_2792,683568,4246,2216,42969,2486,0.0665,9.79
user_2793,643804,2273,1753,42660,5331,0.0745,9.68
user_2794,523828,4572,2824,25514,2107,0.0527,6.75
user_2795,479366,3238,2687,21187,2227,0.0488,12.75
user_2796,722384,3287,2520,12985,579,0.0188,14.95
user_2797,958386,4186,2279,15215,1359,0.0173,11.24
user_2798,420139,4574,687,14187,870,0.0358,8.41
user_2799,520777,393,613,16539,1462,0.0346,-0.66
user_2800,377188,4511,2198,28951,3517,0.0861,10.35
user_2801,233549,4754,2679,15146,1816,0.0726,10.05
user_2802,554453,4873,275,31157,2057,0.0599,11.18
user_2803,592491,2326,1522,27394,3020,0.0513,0.12
user_2804,485965,4970,580,10553,1502,0.0248,9.11
user_2805,791546,3251,2130,62130,6296,0.0864,3.03
user_2806,983469,938,1354,35653,1400,0.0377,10.92
user_2807,37321,2093,426,652,70,0.0193,2.09
user_2808,336441,1391,2869,14993,504,0.0461,9.63
user_2809,884084,3770,1880,62928,8392,0.0807,3.01
user_2810,886736,2933,2082,63942,5573,0.0784,-1.85
user_2811,246014,4262,1730,2648,185,0.0115,8.77
user_2812,157498,2465,278,11346,311,0.074,-0.07
user_2813,18772,1167,742,544,37,0.031,9.21
user_2814,891186,4313,1302,11343,1558,0.0145,13.74
user_2815,791144,3051,633,54862,1246,0.0709,14.48
user_2816,395583,1788,1714,27877,2277,0.0762,2.01
user_2817,239389,1414,1998,12385,1746,0.059,11.76
user_2818,640430,2758,832,32156,2293,0.0538,4.01
user_2819,617024,4840,1806,41290,3124,0.072,13.31
user_2820,52924,974,350,3442,327,0.0712,11.39
user_2821,529014,201,2232,38251,3067,0.0781,-0.74
user_2822,352296,635,1236,17154,719,0.0507,4.92
user_2823,28723,962,1564,2232,50,0.0794,3.73
user_2824,914401,2371,1417,72905,7237,0.0876,11.35
user_2825,759470,545,406,13790,1926,0.0207,4.97
user_2826,887926,3845,1538,61682,2086,0.0718,9.64
user_2827,665468,2198,1837,29937,1419,0.0471,8.24
user_2828,209786,606,1837,7789,530,0.0397,14.59
user_2829,560931,1602,1834,29681,3714,0.0595,13.94
user_2830,687684,2170,2395,9570,526,0.0147,5.27
user_2831,891328,3135,1535,40512,5455,0.0516,10.3
user_2832,215432,3554,1260,15287,414,0.0729,12.1
user_2833,140999,206,339,3516,500,0.0285,13.28
user_2834,881112,784,418,35109,3261,0.0435,-0.84
user_2835,359690,4704,1934,27251,2878,0.0838,3.14
user_2836,940947,3326,124,37637,2551,0.0427,3.44
user_2837,80973,204,715,2840,345,0.0393,5.39
user_2838,850881,1046,349,34747,1447,0.0425,0.88
user_2839,635122,2344,679,29445,776,0.0476,6.44
user_2840,761674,4676,2666,41312,2950,0.0581,9.27
user_2841,995247,2955,840,65734,8609,0.0747,6.46
user_2842,454449,4874,1992,18926,2235,0.0466,9.32
user_2843,288681,1227,2708,19406,1692,0.0731,-0.87
user_2844,495509,203,1813,23467,2214,0.0518,12.89
user_2845,865008,4237,2381,29145,1075,0.0349,13.96
user_2846,632810,1766,481,35473,4586,0.0633,8.5
user_2847,547900,3252,1627,33005,4036,0.0676,12.98
user_2848,226049,2907,2553,11090,1168,0.0542,0.23
user_2849,269615,836,1695,3764,303,0.0151,11.56
user_2850,167703,4418,2477,3671,533,0.0251,0.03
user_2851,765357,4322,2094,22938,3079,0.034,4.94
user_2852,748419,3817,290,22290,2313,0.0329,3.5
user_2853,32348,2928,2753,1848,126,0.061,7.96
user_2854,196804,692,2568,2220,222,0.0124,3.13
user_2855,788609,4712,404,49601,4702,0.0689,8.83
user_2856,136832,715,79,3909,278,0.0306,4.25
user_2857,295923,3476,1150,9381,561,0.0336,12.63
user_2858,284780,3833,239,13371,974,0.0504,8.78
user_2859,607177,3751,1484,15249,1442,0.0275,1.66
user_2860,54551,1119,2838,3922,296,0.0773,3.71
user_2861,405772,2399,1926,6482,351,0.0168,12.41
user_2862,946102,4553,2631,38891,4625,0.046,4.57
user_2863,667923,1262,1615,46393,4133,0.0756,7.11
user_2864,572107,1202,2613,30384,874,0.0546,9.03
user_2865,336914,2561,115,10263,696,0.0325,3.91
user_2866,421182,193,1008,16616,2243,0.0448,3.0
user_2867,213781,2539,1132,12713,1502,0.0665,6.08
user_2868,454105,3278,2895,35478,2200,0.083,1.65
user_2869,683347,4632,1965,49556,7035,0.0828,2.83
user_2870,866146,3255,2298,29423,881,0.035,-0.94
user_2871,714708,4293,987,57086,8275,0.0915,3.17
user_2872,549884,3192,2342,5633,292,0.0108,3.45
user_2873,951678,3354,265,11357,240,0.0122,14.35
user_2874,851538,1407,2178,57622,4402,0.0728,8.03
user_2875,988471,2763,253,23686,1579,0.0256,11.39
user_2876,60182,4235,2484,857,77,0.0155,-1.23
user_2877,350307,1407,2745,9318,1151,0.0299,-0.19
user_2878,302454,4344,1171,12045,1560,0.045,11.85
user_2879,319232,4683,1280,19517,1408,0.0655,8.6
user_2880,654091,3242,822,35126,2665,0.0578,1.25
user_2881,140978,350,2686,3754,147,0.0277,4.88
user_2882,824346,773,2774,37284,976,0.0464,7.16
user_2883,897782,3060,2918,67185,6944,0.0826,12.34
user_2884,570667,117,1437,38263,1085,0.069,-0.97
user_2885,472828,3886,2542,15425,1780,0.0364,8.14
user_2886,771188,4043,674,60737,5471,0.0859,10.19
user_2887,259517,2556,2462,15468,708,0.0623,14.62
user_2888,956154,1587,130,13741,1238,0.0157,11.72
user_2889,441097,447,109,5496,240,0.013,2.7
user_2890,309557,4765,782,6744,519,0.0235,10.06
user_2891,138084,3407,1323,8416,1043,0.0685,10.98
user_2892,706475,1213,1376,16151,1292,0.0247,10.41
user_2893,794583,4875,2199,36395,1431,0.0476,11.94
user_2894,583004,605,1056,9636,1099,0.0184,13.36
user_2895,881179,3711,2524,65614,2905,0.0778,-0.33
user_2896,749013,1801,1484,25524,2961,0.038,-0.22
user_2897,692738,2991,117,50964,4195,0.0796,11.54
user_2898,699012,2707,1163,53223,4203,0.0822,2.29
user_2899,204502,2845,312,2132,278,0.0118,-1.0
user_2900,145539,2379,1859,6183,693,0.0472,4.82
user_2901,425226,2009,1754,4986,121,0.012,11.94
user_2902,522863,1651,1044,38487,2251,0.0779,0.15
user_2903,122999,2843,2639,5693,758,0.0524,9.42
user_2904,115793,1530,2317,1765,39,0.0156,-1.94
user_2905,973195,1152,671,17244,1567,0.0193,-0.13
user_2906,458373,3326,2216,16889,1935,0.0411,3.96
user_2907,371321,1349,2111,28152,2838,0.0835,-0.58
user_2908,13289,3929,1926,777,92,0.0654,12.38
user_2909,701336,1585,1741,49607,5672,0.0788,12.69
user_2910,699956,127,1087,24954,2744,0.0396,10.84
user_2911,941675,2881,2229,12265,1555,0.0147,2.12
user_2912,756801,3460,1836,59183,6151,0.0863,6.9
user_2913,258368,2771,272,2894,209,0.012,1.13
user_2914,87365,3677,151,6669,542,0.0825,2.78
user_2915,755950,1582,1927,27068,3063,0.0399,6.77
user_2916,901446,287,1930,9651,1292,0.0121,10.5
user_2917,176211,2046,2541,10262,568,0.0615,-0.39
user_2918,180785,3477,1699,14216,916,0.0837,3.04
user_2919,948238,327,1152,73577,10374,0.0885,13.75
user_2920,73588,3139,2773,1564,148,0.0233,5.3
user_2921,64646,573,1078,1466,63,0.0237,13.96
user_2922,266798,4325,1945,13229,1405,0.0549,14.85
user_2923,483238,4268,2342,26390,3926,0.0627,6.95
user_2924,806175,3172,206,49788,6325,0.0696,2.9
user_2925,835800,4625,968,18950,2216,0.0253,11.44
user_2926,746385,1847,2310,57569,2708,0.0808,0.71
user_2927,730532,2181,283,39968,5351,0.062,2.28
user_2928,924945,865,2017,64092,5662,0.0754,11.34
user_2929,120735,2744,541,5771,782,0.0543,5.37
user_2930,156683,492,1584,6110,384,0.0414,1.43
user_2931,907323,3190,802,71136,1996,0.0806,9.07
user_2932,633259,192,554,32136,2631,0.0549,10.46
user_2933,537437,4337,229,37986,2092,0.0746,0.13
user_2934,363246,1460,2113,27872,3148,0.0854,2.71
user_2935,322333,4523,1583,18461,2666,0.0655,1.76
user_2936,764264,584,45,37010,4064,0.0537,4.46
user_2937,940179,1766,194,9632,1303,0.0116,10.98
user_2938,858463,3414,1559,10989,866,0.0138,10.13
user_2939,567956,1082,1354,13664,1643,0.027,9.26
user_2940,407889,3392,341,9389,1216,0.026,-1.89
user_2941,995170,1460,1622,27698,3113,0.031,0.42
user_2942,613492,4550,1178,19230,1653,0.034,1.8
user_2943,212830,1222,74,7492,759,0.0388,2.62
user_2944,197501,938,1586,7788,864,0.0438,0.49
user_2945,417885,3388,1629,7070,374,0.0178,4.98
user_2946,166140,4567,1892,2154,269,0.0146,-0.72
user_2947,745149,1691,2735,42604,6115,0.0654,10.75
user_2948,141507,521,2214,6737,542,0.0514,11.39
user_2949,226160,2990,1528,9292,1032,0.0456,7.76
user_2950,184321,596,2666,10029,1161,0.0607,-0.48
user_2951,562672,4776,2087,38226,4055,0.0751,13.13
user_2952,522998,3647,352,20887,1903,0.0436,14.42
user_2953,607217,2875,1598,33323,4485,0.0623,1.44
user_2954,915391,3773,926,70256,5505,0.0828,9.98
user_2955,601441,413,930,41363,1155,0.0707,12.31
user_2956,760416,2216,420,30279,3929,0.045,7.18
user_2957,76388,3359,969,4211,453,0.0611,3.5
user_2958,556689,595,1349,12467,1625,0.0253,6.14
user_2959,519727,3290,2095,25589,972,0.0511,6.71
user_2960,728191,4779,2534,57303,1375,0.0806,4.81
user_2961,644791,1986,1930,29842,4221,0.0528,13.81
user_2962,233601,1012,120,17504,686,0.0779,10.65
user_2963,128834,3055,570,4961,621,0.0433,2.1
user_2964,35084,3856,2869,2803,356,0.09,7.95
user_2965,252459,932,2420,12760,1430,0.0562,9.71
user_2966,635929,3890,1725,8240,305,0.0134,0.38
user_2967,106111,920,2363,5419,578,0.0565,4.09
user_2968,450042,4661,372,13150,1782,0.0332,13.39
user_2969,430667,3035,2975,5285,398,0.0132,7.64
user_2970,663587,915,1038,44765,3301,0.0724,1.69
user_2971,163982,4359,1199,4804,372,0.0316,0.09
user_2972,299185,3253,1117,19673,603,0.0678,6.81
user_2973,876352,2947,2522,26444,3595,0.0343,7.31
user_2974,328825,2294,2779,7761,1032,0.0267,3.69
user_2975,235386,68,999,18401,2755,0.0899,8.72
user_2976,344715,691,1375,12173,1169,0.0387,-0.83
user_2977,197553,3133,758,10291,1210,0.0582,0.47
user_2978,462792,379,996,24388,1130,0.0551,7.29
user_2979,502174,915,1391,24723,2639,0.0545,-0.95
user_2980,785625,823,2300,58158,6075,0.0818,12.98
user_2981,652844,4537,1821,37349,5122,0.0651,0.42
user_2982,196246,4782,2169,7508,961,0.0432,9.46
user_2983,551448,2404,972,38803,5510,0.0804,4.65
user_2984,247242,3388,500,5606,745,0.0257,4.8
user_2985,512083,3568,1257,24629,3273,0.0545,11.0
user_2986,18633,2992,127,1426,40,0.0787,6.49
user_2987,804446,2617,992,43261,5622,0.0608,10.34
user_2988,867964,1724,1646,58316,5771,0.0738,6.59
user_2989,50104,2733,723,2793,193,0.0596,8.08
user_2990,960125,3430,2402,66014,1805,0.0706,10.93
user_2991,864663,789,2153,65813,7114,0.0843,8.32
user_2992,69388,1595,2801,2019,126,0.0309,8.47
user_2993,541302,4614,894,11841,956,0.0236,11.42
user_2994,93578,2309,1467,4106,446,0.0486,14.13
user_2995,690115,1185,2431,40806,5652,0.0673,4.4
user_2996,565678,923,2127,14652,1865,0.0292,7.81
user_2997,286855,4605,1293,2950,231,0.0111,-0.53
user_2998,92658,2350,579,3150,221,0.0364,4.1
user_2999,58993,801,136,4590,234,0.0818,5.0
user_3000,206768,903,893,12126,829,0.0627,12.2
user_3001,159285,3782,2982,6067,208,0.0394,6.73
user_3002,772148,2333,987,18130,2651,0.0269,10.43
user_3003,452000,1379,1588,15786,1493,0.0382,-1.68
user_3004,794853,527,63,17398,637,0.0227,5.9
user_3005,743296,2776,528,12964,853,0.0186,13.32
user_3006,543015,3141,2031,39896,3635,0.0802,1.81
user_3007,899850,4280,1208,71839,6413,0.087,-1.46
user_3008,529646,4555,1335,11381,280,0.022,5.37
user_3009,328252,1319,868,4535,651,0.0158,9.98
user_3010,258681,4231,1899,8557,477,0.0349,5.73
user_3011,95018,2653,936,4020,88,0.0432,5.82
user_3012,387601,1519,2965,9433,282,0.0251,9.39
user_3013,950621,427,818,29564,2821,0.0341,2.32
user_3014,295054,1730,895,7099,269,0.025,10.78
user_3015,652176,291,1780,41868,1064,0.0658,0.6
user_3016,230104,969,2353,13778,955,0.064,4.73
user_3017,843186,119,2751,45908,4634,0.0599,9.15
user_3018,194510,3974,838,7217,249,0.0384,12.08
user_3019,110847,2136,2188,8161,495,0.0781,11.46
user_3020,947875,2057,964,73808,5484,0.0837,10.27
user_3021,445717,850,926,9874,402,0.0231,4.1
user_3022,455162,2829,32,11657,1000,0.0278,0.08
user_3023,825899,4970,622,38647,1201,0.0482,1.69
user_3024,936129,805,219,15340,399,0.0168,12.7
user_3025,297037,2045,2653,12045,1054,0.0441,12.57
user_3026,77329,1371,1811,3922,204,0.0534,14.18
user_3027,32007,2380,467,1489,48,0.048,-0.71
user_3028,695892,159,1831,23078,1733,0.0357,7.13
user_3029,317397,1066,860,15225,2115,0.0546,9.03
user_3030,13323,3915,609,1027,117,0.0859,10.08
user_3031,898767,74,1173,21948,2766,0.0275,8.95
user_3032,113356,4988,2956,6329,843,0.0633,11.09
user_3033,636232,2888,2110,8295,1214,0.0149,4.11
user_3034,205451,787,539,3009,358,0.0164,1.05
user_3035,932714,229,1056,45355,4494,0.0534,1.48
user_3036,279600,281,744,4849,327,0.0185,-1.8
user_3037,556655,1967,2690,6437,280,0.0121,3.96
user_3038,55624,392,1007,1224,133,0.0244,-0.44
user_3039,404322,4622,822,20029,2991,0.0569,3.47
user_3040,235565,2673,2602,13953,1126,0.064,8.68
user_3041,69008,504,2369,1668,190,0.0269,13.21
user_3042,913358,4434,546,51858,4374,0.0616,12.27
user_3043,378539,4675,1685,8620,656,0.0245,2.3
user_3044,117492,2326,1158,6220,456,0.0568,0.28
user_3045,73240,645,479,2844,243,0.0421,1.28
user_3046,327459,3924,2899,18261,1236,0.0595,14.51
user_3047,987753,4580,2572,78678,9232,0.089,7.34
user_3048,726947,4547,951,54991,7349,0.0858,1.1
user_3049,273900,2719,2006,2821,380,0.0117,12.29
user_3050,462227,2185,344,33271,1650,0.0755,4.72
user_3051,299522,4014,598,4389,598,0.0166,13.29
user_3052,136327,1615,2828,10458,673,0.0816,2.43
user_3053,932988,358,2918,27735,1669,0.0315,4.68
user_3054,650991,392,1557,23918,2738,0.0409,6.58
user_3055,843981,485,2569,13853,825,0.0174,13.17
user_3056,166575,226,2020,2974,79,0.0183,12.77
user_3057,861226,188,2401,52424,3594,0.065,7.76
user_3058,500499,243,2351,38089,4334,0.0848,1.77
user_3059,494948,3307,494,26109,1631,0.056,4.86
user_3060,308257,3285,1097,18529,1887,0.0662,14.59
user_3061,599357,992,1501,37962,4016,0.07,8.33
user_3062,230189,4670,1622,6536,754,0.0317,11.28
user_3063,399465,3929,1463,5259,718,0.015,5.65
user_3064,252051,3163,651,2553,194,0.0109,7.04
user_3065,937705,3012,722,32393,1348,0.036,5.29
user_3066,650829,4886,2476,17508,1076,0.0286,9.95
user_3067,714936,1003,1001,10268,782,0.0155,12.48
user_3068,512778,1352,1347,11571,1305,0.0251,6.63
user_3069,781641,3431,1978,14628,317,0.0191,6.17
user_3070,272830,2930,578,20200,1233,0.0786,3.78
user_3071,506629,2237,241,10040,1218,0.0222,1.01
user_3072,316507,4937,1576,15076,1616,0.0527,13.97
user_3073,360687,595,2225,18581,2139,0.0574,3.37
user_3074,657021,1977,367,31566,3962,0.0541,11.61
user_3075,176915,4202,1202,2995,364,0.019,10.16
user_3076,620961,54,908,20066,2180,0.0358,11.45
user_3077,455179,3531,941,6185,477,0.0146,13.93
